Symbol,Close,Open,High,Low,Volume,Value,Date,OpenInt
VNG,9000.0,9000.0,9000.0,8930.0,7200.0,0.0,2024-02-26,0.0
VNG,9000.0,9000.0,9000.0,9000.0,5300.0,0.0,2024-02-27,0.0
VNG,8910.0,9000.0,9000.0,8900.0,8200.0,0.0,2024-02-28,0.0
VNG,8910.0,8860.0,8910.0,8860.0,1900.0,0.0,2024-02-29,0.0
VNG,9050.0,8900.0,9050.0,8900.0,8100.0,0.0,2024-03-01,0.0
VNG,9010.0,9210.0,9210.0,9010.0,24700.0,0.0,2024-03-04,0.0
VNG,9020.0,9020.0,9100.0,9020.0,10700.0,0.0,2024-03-05,0.0
VNG,9250.0,9140.0,9360.0,8900.0,7300.0,0.0,2024-03-06,0.0
VNG,9150.0,9100.0,9150.0,9100.0,6600.0,0.0,2024-03-07,0.0
VNG,9030.0,9000.0,9100.0,9000.0,8800.0,0.0,2024-03-08,0.0
VNG,9020.0,9030.0,9030.0,9000.0,11800.0,0.0,2024-03-11,0.0
VNG,9000.0,9100.0,9100.0,9000.0,1500.0,0.0,2024-03-12,0.0
VNG,9140.0,9000.0,9140.0,8990.0,4400.0,0.0,2024-03-13,0.0
VNG,9020.0,9140.0,9140.0,9020.0,900.0,0.0,2024-03-14,0.0
VNG,9100.0,9020.0,9100.0,9010.0,4700.0,0.0,2024-03-15,0.0
VNG,9020.0,9170.0,9170.0,9000.0,31100.0,0.0,2024-03-18,0.0
VNG,9180.0,9000.0,9180.0,9000.0,3600.0,0.0,2024-03-19,0.0
VNG,9000.0,9180.0,9180.0,8560.0,5300.0,0.0,2024-03-20,0.0
VNG,9100.0,9000.0,9100.0,8680.0,7500.0,0.0,2024-03-21,0.0
VNG,9100.0,9100.0,9100.0,8830.0,8000.0,0.0,2024-03-22,0.0
VNG,8830.0,9050.0,9050.0,8830.0,8100.0,0.0,2024-03-25,0.0
VNG,8890.0,8910.0,8950.0,8890.0,15900.0,0.0,2024-03-26,0.0
VNG,8900.0,8900.0,8990.0,8900.0,11000.0,0.0,2024-03-27,0.0
VNG,8870.0,8840.0,8870.0,8840.0,14600.0,0.0,2024-03-28,0.0
VNG,9000.0,8870.0,9000.0,8820.0,6500.0,0.0,2024-03-29,0.0
VNG,8900.0,9100.0,9270.0,8900.0,3900.0,0.0,2024-04-01,0.0
VNG,8850.0,8860.0,9190.0,8830.0,33800.0,0.0,2024-04-02,0.0
VNG,8990.0,8850.0,9030.0,8850.0,11600.0,0.0,2024-04-03,0.0
VNG,8990.0,8840.0,9050.0,8840.0,2200.0,0.0,2024-04-04,0.0
VNG,9000.0,8990.0,9000.0,8990.0,1800.0,0.0,2024-04-05,0.0
VNG,9000.0,8860.0,9000.0,8800.0,8500.0,0.0,2024-04-08,0.0
VNG,9090.0,9000.0,9140.0,8700.0,600.0,0.0,2024-04-09,0.0
VNG,8990.0,9100.0,9100.0,8990.0,1100.0,0.0,2024-04-10,0.0
VNG,9000.0,8900.0,9000.0,8900.0,2000.0,0.0,2024-04-11,0.0
VNG,9060.0,8800.0,9060.0,8800.0,3800.0,0.0,2024-04-12,0.0
VNG,8800.0,8910.0,8910.0,8800.0,5000.0,0.0,2024-04-15,0.0
VNG,8850.0,8600.0,8850.0,8450.0,23600.0,0.0,2024-04-16,0.0
VNG,8800.0,8850.0,8850.0,8600.0,1700.0,0.0,2024-04-17,0.0
VNG,8600.0,8200.0,8690.0,8200.0,14900.0,0.0,2024-04-19,0.0
VNG,8410.0,8410.0,8510.0,8410.0,5700.0,0.0,2024-04-22,0.0
VNG,8780.0,8500.0,8790.0,8410.0,2600.0,0.0,2024-04-23,0.0
VNG,8800.0,8740.0,8800.0,8740.0,13100.0,0.0,2024-04-24,0.0
