Symbol,Close,Open,High,Low,Volume,Value,Date,OpenInt
VNM,63770.28144327719,62145.56089695165,63770.28144327719,61901.85281500283,1496000.0,0.0,2023-01-03,0.0
VNM,64420.16966180739,63932.75349790974,64420.16966180739,63851.517470593455,1089800.0,0.0,2023-01-04,0.0
VNM,65963.65418081667,64420.16966180739,66126.1262354492,64176.461579858566,2469800.0,0.0,2023-01-05,0.0
VNM,64826.34979838878,65801.1821261841,65963.65418081667,64663.87774375622,1269700.0,0.0,2023-01-06,0.0
VNM,65557.47404423528,64907.58582570507,65557.47404423528,64663.87774375622,948300.0,0.0,2023-01-09,0.0
VNM,65801.1821261841,65719.94609886782,66207.36226276548,65476.238016918986,1196000.0,0.0,2023-01-10,0.0
VNM,64501.40568912368,65801.1821261841,66288.59829008175,64501.40568912368,1534700.0,0.0,2023-01-11,0.0
VNM,64988.82185302133,64907.58582570507,65151.2939076539,64420.16966180739,684900.0,0.0,2023-01-12,0.0
VNM,65476.238016918986,65151.2939076539,65882.41815350037,65070.0578803376,1449000.0,0.0,2023-01-13,0.0
VNM,64501.40568912368,65476.238016918986,65638.71007155154,64501.40568912368,654700.0,0.0,2023-01-16,0.0
VNM,65719.94609886782,65151.2939076539,65801.1821261841,64501.40568912368,1671400.0,0.0,2023-01-17,0.0
VNM,66044.89020813293,65719.94609886782,66207.36226276548,65557.47404423528,1297900.0,0.0,2023-01-18,0.0
VNM,66044.89020813293,65638.71007155154,66207.36226276548,64988.82185302133,2627700.0,0.0,2023-01-19,0.0
VNM,64988.82185302133,66126.1262354492,66532.3063720306,64663.87774375622,2331800.0,0.0,2023-01-27,0.0
VNM,64501.40568912368,64988.82185302133,64988.82185302133,64501.40568912368,1614000.0,0.0,2023-01-30,0.0
VNM,62632.977060849305,64338.93363449113,64582.64171643995,62470.505006216765,4817500.0,0.0,2023-01-31,0.0
VNM,62714.21308816559,63120.39322474698,63201.62925206325,62470.505006216765,1810400.0,0.0,2023-02-01,0.0
VNM,62308.03295158421,62876.68514279815,62957.921170114416,62308.03295158421,1494400.0,0.0,2023-02-02,0.0
VNM,61739.380760370266,62551.74103353304,62632.977060849305,61658.144733054,1855200.0,0.0,2023-02-03,0.0
VNM,62876.68514279815,61658.144733054,62957.921170114416,61658.144733054,1910700.0,0.0,2023-02-06,0.0
VNM,61820.61678768654,63039.15719743069,63039.15719743069,61820.61678768654,1274400.0,0.0,2023-02-07,0.0
